Date,Pi,last_5_days_Rain,EToi,ETci_Chilli,ETci_Tobacco,ETci_Pulses,ETci_plot 1,ETci_plot 2,ETci_plot 3,ETci,ESi_plot 1,ESi_plot 2,ESi_plot 3,CNi,Si,Iai,Recharge_src,Rain_src,runoff,Qi,Eff_Rain,Pei,Kc_Fallow,Ke_Fallow,ESi_Fallow,SMDi_shifted_Fallow,Ks_soil_cond_Fallow,Ks_soil_Fallow,AE_soil_Fallow,SMDi_Fallow
1997-01-01,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,0,1,1,4.29454,4.29454
1997-01-02,0.0489975,0.0489975,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.00636967,0.0426278,5.16366646890853,0,0.0426278,0.0489975,0,1.05,4.29454,4.29454,1,1,4.29454,8.54008
1997-01-03,0.125063,0.17406,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.0162581,0.108805,5.12112846754855,0,0.108805,0.125063,0,1.05,4.29454,8.54008,1,1,4.29454,12.7096
1997-01-04,0.000250627,0.174311,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,3.25815e-05,0.000218045,5.191041447099251,0,0.000218045,0.000250627,0,1.05,4.29454,12.7096,2,0.882126,3.78835,16.4977
1997-01-05,0.494236,0.668546,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.0642506,0.429985,4.917742892714068,0,0.429985,0.494236,0,1.05,4.29454,16.4977,2,0.648293,2.95794,18.9614
1997-01-06,0,0.668546,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,18.9614,2,0.496212,2.131,21.0924
1997-01-07,0,0.619549,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,21.0924,2,0.364669,1.56608,22.6585
1997-01-08,0,0.494486,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,22.6585,2,0.267997,1.15092,23.8094
1997-01-09,0,0.494236,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,23.8094,2,0.196952,0.845819,24.6552
1997-01-10,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,24.6552,2,0.144741,0.621596,25.2768
1997-01-11,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,25.2768,2,0.106371,0.456814,25.7336
1997-01-12,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,25.7336,2,0.0781726,0.335715,26.0693
1997-01-13,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.0693,2,0.0574494,0.246719,26.316
1997-01-14,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.316,2,0.0422199,0.181315,26.4974
1997-01-15,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.4974,2,0.0310276,0.133249,26.6306
1997-01-16,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.6306,2,0.0228023,0.0979255,26.7285
1997-01-17,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.7285,2,0.0167575,0.0719659,26.8005
1997-01-18,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.8005,2,0.0123152,0.0528881,26.8534
1997-01-19,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.8534,2,0.00905051,0.0388678,26.8923
1997-01-20,0,0,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.8923,2,0.00665126,0.0285641,26.9208
1997-01-21,0.0131997,0.0131997,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.00171596,0.0114837,5.183760888587126,0,0.0114837,0.0131997,0,1.05,4.29454,26.9208,2,0.00488805,0.0341271,26.9417
1997-01-22,0,0.0131997,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9417,2,0.00359623,0.0154442,26.9572
1997-01-23,0.184169,0.197368,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.0239419,0.160227,5.088224152770119,0,0.160227,0.184169,0,1.05,4.29454,26.9572,2,0.00264289,0.195032,26.968
1997-01-24,0.202924,0.400292,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.0263801,0.176544,5.077810439055756,0,0.176544,0.202924,0,1.05,4.29454,26.968,2,0.00197232,0.210994,26.9761
1997-01-25,0.0402256,0.440518,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.00522932,0.0349962,5.168585968095943,0,0.0349962,0.0402256,0,1.05,4.29454,26.9761,2,0.00147417,0.0464972,26.9824
1997-01-26,0,0.427318,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9824,2,0.00108704,0.00466832,26.9871
1997-01-27,0,0.427318,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9871,2,0.000798869,0.00343077,26.9905
1997-01-28,0.992565,1.23571,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0.129033,0.863531,4.6511791366611055,0,0.863531,0.992565,0,1.05,4.29454,26.9905,2,0.000587093,0.994503,26.9924
1997-01-29,0,1.03279,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9924,2,0.000467428,0.00200739,26.9944
1997-01-30,0,0.992565,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9944,2,0.000343515,0.00147524,26.9959
1997-01-31,0,0.992565,4.09004,0,0,0,0,0,0,0,4.29454,4.29454,4.29454,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,4.29454,26.9959,2,0.000252451,0.00108416,26.997
1997-02-01,0,0.992565,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.997,2,0.000185528,0.000941189,26.9979
1997-02-02,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9979,2,0.00012743,0.000646455,26.9986
1997-02-03,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9986,2,8.75249e-05,0.000444017,26.999
1997-02-04,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.999,2,6.01164e-05,0.000304973,26.9993
1997-02-05,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9993,2,4.12909e-05,0.000209471,26.9995
1997-02-06,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9995,2,2.83607e-05,0.000143875,26.9997
1997-02-07,0.0056391,0.0056391,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0.000733083,0.00490602,5.188011029148622,0,0.00490602,0.0056391,0,1.05,5.07304,26.9997,2,1.94795e-05,0.00573781,26.9998
1997-02-08,1.7226,1.72824,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0.223938,1.49866,4.276908297783534,0,1.49866,1.7226,0,1.05,5.07304,26.9998,2,1.33863e-05,1.72264,26.9998
1997-02-09,15.8175,17.5457,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,82.9975,52.0331,10.4066,2.05627,13.7612,0.5096633278766044,0.5096633278766044,13.2515,15.3078,0,1.05,5.07304,26.9998,2,1.06178e-05,5.07304,16.7651
1997-02-10,2.09248,19.6382,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,82.9975,52.0331,10.4066,0.272023,1.82046,1.58112178757888,0,1.82046,2.09248,0,1.05,5.07304,16.7651,2,0.631786,3.97556,18.6481
1997-02-11,0,19.6382,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,82.9975,52.0331,10.4066,0,0,2.6016573885350347,0,0,0,0,1.05,5.07304,18.6481,2,0.515547,2.61539,21.2635
1997-02-12,0,19.6325,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,82.9975,52.0331,10.4066,0,0,2.6016573885350347,0,0,0,0,1.05,5.07304,21.2635,2,0.354103,1.79638,23.0599
1997-02-13,0,17.9099,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,82.9975,52.0331,10.4066,0,0,2.6016573885350347,0,0,0,0,1.05,5.07304,23.0599,2,0.243215,1.23384,24.2938
1997-02-14,0,2.09248,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,24.2938,2,0.167052,0.847463,25.1412
1997-02-15,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,25.1412,2,0.11474,0.582079,25.7233
1997-02-16,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,25.7233,2,0.078809,0.399801,26.1231
1997-02-17,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.1231,2,0.0541299,0.274603,26.3977
1997-02-18,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.3977,2,0.0371791,0.188611,26.5863
1997-02-19,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.5863,2,0.0255364,0.129547,26.7159
1997-02-20,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.7159,2,0.0175397,0.0889795,26.8048
1997-02-21,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.8048,2,0.0120471,0.0611155,26.866
1997-02-22,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.866,2,0.00827456,0.0419772,26.9079
1997-02-23,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9079,2,0.00568337,0.028832,26.9368
1997-02-24,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9368,2,0.00390362,0.0198032,26.9566
1997-02-25,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9566,2,0.0026812,0.0136018,26.9702
1997-02-26,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9702,2,0.00184158,0.00934241,26.9795
1997-02-27,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9795,2,0.00126489,0.00641683,26.9859
1997-02-28,0,0,4.83147,0,0,0,0,0,0,0,5.07304,5.07304,5.07304,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.07304,26.9859,2,0.000868788,0.0044074,26.9903
1997-03-01,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9903,2,0.000596727,0.00356116,26.9939
1997-03-02,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9939,2,0.000376902,0.00224929,26.9961
1997-03-03,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9961,2,0.000238057,0.00142068,26.9976
1997-03-04,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9976,2,0.00015036,0.000897325,26.9985
1997-03-05,0.0559315,0.0559315,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0.00727109,0.0486604,5.159779767523656,0,0.0486604,0.0559315,0,1.05,5.96783,26.9985,2,9.49699e-05,0.0564929,26.999
1997-03-06,0,0.0559315,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.999,2,6.03124e-05,0.000359934,26.9994
1997-03-07,0,0.0559315,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9994,2,3.80942e-05,0.00022734,26.9996
1997-03-08,0,0.0559315,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9996,2,2.40609e-05,0.000143591,26.9998
1997-03-09,0.050543,0.106475,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0.00657059,0.0439724,5.162799999767891,0,0.0439724,0.050543,0,1.05,5.96783,26.9998,2,1.51972e-05,0.0506329,26.9998
1997-03-10,0.0539265,0.10447,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0.00701044,0.046916,5.160903447237869,0,0.046916,0.0539265,0,1.05,5.96783,26.9998,2,9.64622e-06,0.0539835,26.9999
1997-03-11,0,0.10447,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9999,2,6.12481e-06,3.65518e-05,26.9999
1997-03-12,0,0.10447,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,26.9999,2,3.86852e-06,2.30867e-05,27
1997-03-13,0,0.10447,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,2.44342e-06,1.45819e-05,27
1997-03-14,0,0.0539265,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,1.5433e-06,9.21016e-06,27
1997-03-15,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,9.74773e-07,5.81728e-06,27
1997-03-16,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,6.15681e-07,3.67428e-06,27
1997-03-17,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,3.88874e-07,2.32073e-06,27
1997-03-18,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,2.45619e-07,1.46581e-06,27
1997-03-19,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,1.55137e-07,9.25829e-07,27
1997-03-20,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,9.79866e-08,5.84768e-07,27
1997-03-21,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,6.18899e-08,3.69348e-07,27
1997-03-22,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,3.90906e-08,2.33286e-07,27
1997-03-23,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,2.46902e-08,1.47347e-07,27
1997-03-24,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,1.55947e-08,9.30667e-08,27
1997-03-25,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,9.84987e-09,5.87823e-08,27
1997-03-26,0,0,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,6.22133e-09,3.71278e-08,27
1997-03-27,0.492774,0.492774,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0.0640606,0.428713,4.9185383570697745,0,0.428713,0.492774,0,1.05,5.96783,27,2,3.92949e-09,0.492774,27
1997-03-28,0,0.492774,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,2.60145e-09,1.5525e-08,27
1997-03-29,0,0.492774,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,1.64312e-09,9.80584e-09,27
1997-03-30,0,0.492774,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,1.03782e-09,6.19352e-09,27
1997-03-31,0,0.492774,5.68365,0,0,0,0,0,0,0,5.96783,5.96783,5.96783,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,5.96783,27,2,6.55502e-10,3.91192e-09,27
1997-04-01,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,4.14025e-10,2.70868e-09,27
1997-04-02,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,2.46822e-10,1.61479e-09,27
1997-04-03,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.47144e-10,9.62662e-10,27
1997-04-04,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,8.77204e-11,5.73895e-10,27
1997-04-05,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,5.22948e-11,3.42129e-10,27
1997-04-06,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,3.11757e-11,2.03961e-10,27
1997-04-07,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.85855e-11,1.21592e-10,27
1997-04-08,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.10799e-11,7.24879e-11,27
1997-04-09,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,6.6052e-12,4.32133e-11,27
1997-04-10,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,3.93781e-12,2.57624e-11,27
1997-04-11,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,2.34764e-12,1.5359e-11,27
1997-04-12,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.39959e-12,9.15658e-12,27
1997-04-13,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,8.34449e-13,5.45923e-12,27
1997-04-14,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,4.9738e-13,3.25402e-12,27
1997-04-15,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,2.96498e-13,1.93978e-12,27
1997-04-16,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.76758e-13,1.15641e-12,27
1997-04-17,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.05266e-13,6.88681e-13,27
1997-04-18,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,6.27208e-14,4.10339e-13,27
1997-04-19,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,3.72816e-14,2.43908e-13,27
1997-04-20,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,2.21496e-14,1.4491e-13,27
1997-04-21,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,1.31582e-14,8.60851e-14,27
1997-04-22,0,0,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,7.89492e-15,5.1651e-14,27
1997-04-23,2.88801,2.88801,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0.375442,2.51257,3.7183066939899683,0,2.51257,2.88801,0,1.05,6.54232,27,2,4.60537e-15,2.88801,27
1997-04-24,0,2.88801,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,70.9847,103.824,20.7647,0,0,5.191182423605103,0,0,0,0,1.05,6.54232,27,2,3.50885e-15,2.2956e-14,27
1997-04-25,24.8311,27.7191,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,82.9975,52.0331,10.4066,3.22804,21.603,3.130788922087621,3.130788922087621,18.4722,21.7003,0,1.05,6.54232,27,2,2.19303e-15,6.54232,11.842
1997-04-26,1.00472,28.7238,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,92.8921,19.4356,3.88713,0.130614,0.874107,0.5019126236126215,0,0.874107,1.00472,0,1.05,6.54232,11.842,2,0.935677,6.18612,17.0234
1997-04-27,0,28.7238,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,92.8921,19.4356,3.88713,0,0,0.971782067022963,0,0,0,0,1.05,6.54232,17.0234,2,0.615838,4.029,21.0524
1997-04-28,0.933835,26.7696,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,82.9975,52.0331,10.4066,0.121399,0.812436,2.108390513199479,0,0.812436,0.933835,0,1.05,6.54232,21.0524,2,0.367134,2.9929,23.1115
1997-04-29,0.472473,27.2421,6.23078,0,0,0,0,0,0,0,6.54232,6.54232,6.54232,82.9975,52.0331,10.4066,0.0614215,0.411051,2.34417659557821,0,0.411051,0.472473,0,1.05,6.54232,23.1115,2,0.240031,1.92942,24.5684
