Date,Year,Month,Tmin,Tmax,Tmean,Rain,Days,ETom,ETci_Chilli,ETci_Tobacco,ETci_Pulses,ETci_plot 1,ETci_plot 2,ETci_plot 3,RG_days_Chilli,RG_days_Tobacco,RG_days_Pulses,Irr_Area_Chilli,Rainfed_Area_Chilli,Irr_Area_Tobacco,Rainfed_Area_Tobacco,Irr_Area_Pulses,Rainfed_Area_Pulses,Qom,Qom(m^3),GWnrm_plot 1,GWnrm_plot 2,GWnrm_plot 3,GWnrm_Fallow,Recharge,IWR_Chilli,AE_soil_Chilli,AE_crop_Chilli,IWR_Tobacco,AE_soil_Tobacco,AE_crop_Tobacco,IWR_Pulses,AE_soil_Pulses,AE_crop_Pulses,AE_soil_Fallow,IWR_Chilli_Chilli,AE_soil_Chilli_soil_Chilli,AE_crop_Chilli_crop_Chilli,IWR_Tobacco_Tobacco,AE_soil_Tobacco_soil_Tobacco,AE_crop_Tobacco_crop_Tobacco,IWR_Pulses_Pulses,AE_soil_Pulses_soil_Pulses,AE_crop_Pulses_crop_Pulses,Irrigation_eff_Chilli,Irr_water_need_Chilli,Irrigation_eff_Tobacco,Irr_water_need_Tobacco,Irrigation_eff_Pulses,Irr_water_need_Pulses,Irr_water_need,Total Irrigated Area,Total Rainfed Area,Residual_storage,Accumulated_natural_recharge,Potential_ET,Canal_supply,IWR_after_canal,Potential_recharge,Domestic_need,Other_need,GW_need,SW_need,SW_abstracted,value_after_subtracting_domestic_SW_use,Value after Rejected Recharge,Storage,all_req_met,Actual_Recharge,Actual_ET,Actual_IWR,Runoff_captured,Runoff_left_after_storage,Runoff in GW recharge str,added_monthly_recharge,Cumulative_storage_monthly,GW_abstracted,Cumulative_left_after_domestic_abstraction,GW_extracted,Cumulative_left_after_crop_abstraction,Rejected_recharge,GW_left_after_rejected_recharge,Captured Runoff in m³,Actual_Recharge_mm,Runoff in GW recharge str_mm,Captured Runoff in m³_mm,Rejected_recharge_mm,Percent_Irr_Water_Req_Fulfilled,Irr_CWR_met_Chilli,Rainfed_CWR_met_Chilli,%Irr_CWR_met_Chilli,%Rainfed_CWR_met_Chilli,Irr_CWR_met_Tobacco,Rainfed_CWR_met_Tobacco,%Irr_CWR_met_Tobacco,%Rainfed_CWR_met_Tobacco,Irr_CWR_met_Pulses,Rainfed_CWR_met_Pulses,%Irr_CWR_met_Pulses,%Rainfed_CWR_met_Pulses,runoff to recharge,final_ro,Final_Runoff,Final_Recharge,ET_Biological,Final_ET
1997-01-31,Year0,1,20.4,31.5,25.95,2.10163,31,126.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0986,0,0,29.0986,0,0,29.0986,0,29.0986,0,29.0986,0,0,29.0986,0,0,29.0986,0,0,0,0,0,0,0,0,0,0,0,0,8558.4,0,0,34335,41664,465,25277.4,16851.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,29.0986,2.1016290890000002
1997-02-28,Year0,2,22,33.7,27.86,19.6382,28,135.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5096633278766044,34285.1,0,0,0,0,0,0,19.1219,0,0,19.1219,0,0,19.1219,0,19.1219,0,19.1219,0,0,19.1219,0,0,19.1219,0,0,0,0,0,0,0,0,0,0,0,0,9131.47,0,0,34335,37632,420,22831.2,15220.8,15220.8,19064.3,34285.1,19064.3,0,15059.2,4005.03,0,19064.3,0,0,15059.2,15059.2,15059.2,0,0,0,0,0,19064.3,0.223862,0,0.283399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223862,0.22626430801248704,0.22626430801248704,0.223862,19.1219,19.188052135917108
1997-03-31,Year0,3,24.4,36.4,30.4,0.653175,31,176.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662848,0,0,0.662848,0,0,0.662848,0,0.662842,0,0.662848,0,0,0.662848,0,0,0.662848,0,0,0,0,0,0,0,0,0,0,0,0,11893,0,0,34335,41664,465,25277.4,16851.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.662846,0.653174608
1997-04-30,Year0,4,26.2,38.2,32.17,30.1301,30,186.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.130788922087621,210608,0,0,0,0,0,0,25.5498,0,0,25.5498,0,0,25.5498,0,25.5497,0,25.5498,0,0,25.5498,0,0,25.5498,0,0,0,0,0,0,0,0,0,0,0,0,12617.3,0,0,34335,40320,450,24462,16308,16308,194300,210608,194300,1,34335,12617.3,0,194300,0,0,34335,34335,24462,9873,0,9873,0,9873,194300,0.510406,0,2.88836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510406,0.2424260442990933,0.2424260442990933,0.510406,25.5498,29.37728511643764
1997-05-31,Year0,5,28.2,40.3,34.22,20.6741,31,205.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1237,0,0,22.1237,0,0,22.1237,0,22.1237,0,22.1237,0,0,22.1237,0,0,22.1237,0,0,0,0,0,0,0,0,0,0,9873,0,13846.9,0,0,34335,41664,465,25277.4,16851.6,0,0,0,147348,1,34335,13846.9,0,0,0,0,34335,44208,25277.4,18930.6,0,18930.6,0,18930.6,0,0.510406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510406,0.0,0.0,0.510406,22.1237,20.163696044736735
1997-06-30,Year0,6,28.1,39,33.56,55.0689,30,184.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079172894185847,139866,0,0,0,0,0,0,52.7214,0,0,52.7214,0,0,52.7214,0,52.7214,0,52.7214,0,0,52.7214,0,0,52.7214,0,0,0,0,0,0,0,0,0,0,18930.6,0,12478.1,0,0,34335,40320,450,24462,16308,16308,123558,139866,222724,1,34335,12478.1,0,123558,1.45519e-11,1.45519e-11,34335,53265.6,24462,28803.6,0,28803.6,0,28803.6,123558,0.510406,2.16321e-16,1.83675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510406,0.24242604429909287,0.24242604429909287,0.510406,52.7214,54.316048962437634
1997-07-31,Year0,7,25.7,34.5,30.12,94.3018,31,160.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3356899614622317,89851.9,0,0,0,0,0,0,89.6134,0,0,89.6134,0,0,89.6134,0,89.6133,0,89.6134,0,0,89.6134,0,0,89.6134,0,0,0,0,0,0,0,0,0,0,28803.6,0,10809.6,0,0,34335,41664,465,25277.4,16851.6,16851.6,73000.3,89851.9,248911,1,34335,10809.6,0,73000.3,2.91038e-11,2.91038e-11,34335,63138.6,25277.4,37861.2,0,37861.2,0,37861.2,73000.3,0.510406,4.32642e-16,1.08518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510406,0.2505069124423964,0.2505069124423964,0.510406,89.6133,93.54088346829434
1997-08-31,Year0,8,25.3,33,29.16,111.494,31,145.869,72.9344,0,0,72.9344,0,0,31,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,27.4445,81.0568,45.49,0,107.453,0,0,107.453,0,107.453,27.4445,81.0568,45.49,0,107.453,0,0,107.453,0,0.853118,229048,0,0,0,0,229048,712,0,37861.2,0,9846.15,0,229048,34335,41664,465,25277.4,16851.6,0,0,0,203766,0,25606.1,7342.99,170817,0,0,0,25606.1,63467.3,25277.4,38189.9,38189.9,0,0,0,0,0.380647,0,0,0,0.912506,70.5332,45.49,0.967077,0.62371,0,0,0,0,0,0,0,0,0.380647,0.0,0.0,0.380647,109.813,111.11304549348489
1997-09-30,Year0,9,24.9,32.6,28.76,251.924,30,134.166,103.308,66.1888,0,103.308,66.1888,0,30,30,0,712,0,1600,280,0,0,82.69951044159237,5.5632e+06,29.6884,43.4875,42.7331,42.7331,41.3671,11.8436,9.63948,91.4645,15.7533,55.9631,50.4355,0,107.153,0,107.153,11.8436,9.63948,91.4645,15.7533,55.9631,50.4355,0,107.153,0,0.853118,98845.3,0.585,430858,0,0,529704,2312,280,0,2.78276e+06,9056.24,0,529704,34335,40320,450,24462,16308,16308,5.54689e+06,5.5632e+06,374415,0,22431.8,5916.63,346067,374415,5.17247e+06,1.5552e+06,1.57763e+06,4.3604e+06,24462,4.33593e+06,183637,4.1523e+06,0,4.1523e+06,1.92962e+06,0.333459,23.1188,28.6846,0,1,103.308,91.4645,1,0.885356,66.1888,50.4355,1,0.761995,0,0,0,0,23.4522,54.01488133500696,54.01488133500696,64.8193,106.159,133.08972640886157
1997-10-31,Year0,10,23.9,31.2,27.56,276.045,31,122.335,109.707,102.604,0,109.707,102.604,0,31,31,0,712,0,1600,280,0,0,103.99921111447313,6.99603e+06,119.96,119.96,105.161,105.161,111.82,0.0708591,0,109.636,2.33439,0,100.269,0,93.4316,0,93.4316,0.070857,0,109.636,2.33439,0,100.269,0,93.4316,0,0.853118,591.38,0.585,63846.6,0,0,64438,2312,280,4.1523e+06,7.5221e+06,8257.64,0,64438,34335,41664,465,25277.4,16851.6,16851.6,6.97918e+06,6.99603e+06,374415,1,34335,8257.64,64438,374415,6.60476e+06,1.5552e+06,1.58954e+06,1.32639e+07,25277.4,1.32387e+07,0,1.32387e+07,5.16625e+06,8.0724e+06,1.92962e+06,0.510406,23.1188,28.6846,76.7988,1,109.707,109.636,1,0.999354,102.604,100.269,1,0.977248,0,0,0,0,23.6292,75.31458200788772,152.11334052996054,58.6499,97.6657,65.28213901637389
