Date,Drought Proofing
1998-12-31,0.941984
1999-12-31,0.845853
2000-12-31,0.813319
2001-12-31,0.891438
2002-12-31,0.806273
2003-12-31,0.757816
2004-12-31,0.851374
2005-12-31,0.888557
2006-12-31,0.953338
2007-12-31,0.912163
2008-12-31,0.931977
2009-12-31,0.885522
2010-12-31,0.991273
2011-12-31,0.92872
2012-12-31,0.824994
2013-12-31,0.874049
2014-12-31,0.659054
2015-12-31,0.828019
2016-12-31,0.636539
2017-12-31,0.703175
